time,id,lux,temp,hum,press,alt,current
2025-11-19 15:31:30,2,40.0,24.8,55.56,100714.0,65.45,0.0
2025-11-19 15:31:36,1,14.17,26.29,54.15,100747.0,63.02,-0.1
2025-11-19 15:31:40,2,39.17,24.8,55.55,100715.0,65.62,-0.4
2025-11-19 15:31:46,1,14.17,26.31,54.17,100739.0,63.02,-0.2
2025-11-19 15:31:50,2,38.33,24.81,55.6,100711.0,65.78,-0.9
2025-11-19 15:31:56,1,14.17,26.31,54.27,100735.0,63.86,-0.1
2025-11-19 15:32:01,2,30.0,24.81,55.9,100717.0,65.53,-0.6
2025-11-19 15:32:06,1,13.33,26.29,54.42,100742.0,63.19,-0.2
2025-11-19 15:32:11,2,20.0,24.78,55.86,100716.0,65.53,-0.7
2025-11-19 15:32:16,1,14.17,26.27,54.47,100740.0,63.44,-0.3
2025-11-19 15:32:21,2,36.67,24.8,55.65,100711.0,65.78,-0.5
2025-11-19 15:32:26,1,14.17,26.28,54.37,100734.0,63.86,-0.4
2025-11-19 15:32:31,2,38.33,24.78,55.5,100708.0,65.62,-0.8
2025-11-19 15:32:37,1,11.67,26.29,54.3,100734.0,63.19,-0.4
2025-11-19 15:32:41,2,25.83,24.76,55.2,100709.0,66.2,-0.8
2025-11-19 15:32:47,1,13.33,26.28,54.19,100740.0,62.94,-0.4
2025-11-19 15:32:51,2,39.17,24.75,55.31,100710.0,65.95,0.0
2025-11-19 15:32:57,1,14.17,26.28,54.26,100735.0,63.44,-0.5
2025-11-19 15:33:01,2,39.17,24.74,55.3,100712.0,65.11,-1.1
2025-11-19 15:33:07,1,14.17,26.28,54.03,100743.0,63.61,-0.5
2025-11-19 15:33:11,2,40.0,24.73,55.09,100722.0,65.78,-0.6
2025-11-19 15:33:17,1,14.17,26.25,53.89,100741.0,62.86,-0.7
2025-11-19 15:33:21,2,40.83,24.72,55.14,100717.0,65.11,0.0
2025-11-19 15:33:27,1,14.17,26.24,53.94,100736.0,63.69,-0.1
2025-11-19 15:33:32,2,40.83,24.72,55.01,100716.0,65.45,-0.8
2025-11-19 15:33:37,1,14.17,26.26,53.91,100745.0,62.86,-0.5
2025-11-19 15:33:42,2,40.83,24.74,54.89,100707.0,65.62,-0.5
2025-11-19 15:33:47,1,14.17,26.24,53.68,100742.0,63.19,-0.3
2025-11-19 15:33:52,2,40.0,24.72,54.88,100715.0,64.36,-0.5
2025-11-19 15:33:57,1,14.17,26.23,53.6,100747.0,62.69,-0.3
2025-11-19 15:34:02,2,37.5,24.68,54.88,100717.0,65.37,-0.9
2025-11-19 15:34:08,1,14.17,26.23,53.63,100739.0,63.53,0.0
2025-11-19 15:34:12,2,39.17,24.66,55.19,100714.0,65.78,-0.8
2025-11-19 15:34:18,1,14.17,26.23,53.86,100744.0,62.69,-0.6
2025-11-19 15:34:22,2,39.17,24.67,55.31,100711.0,65.7,-1.1
2025-11-19 15:34:28,1,14.17,26.22,53.91,100743.0,62.86,-0.5
2025-11-19 15:34:32,2,39.17,24.66,55.06,100706.0,66.29,-1.0
2025-11-19 15:34:38,1,14.17,26.22,53.81,100748.0,62.94,-0.3
2025-11-19 15:34:42,2,38.33,24.65,55.08,100706.0,66.37,-0.7
2025-11-19 15:34:48,1,13.33,26.2,53.78,100747.0,62.77,-0.4
2025-11-19 15:34:52,2,38.33,24.66,55.02,100715.0,65.87,-0.8
2025-11-19 15:34:58,1,14.17,26.2,53.66,100741.0,63.53,-0.5
2025-11-19 15:35:03,2,38.33,24.64,55.09,100709.0,65.62,-0.8
2025-11-19 15:35:08,1,14.17,26.2,53.84,100736.0,63.53,-0.5
2025-11-19 15:35:13,2,38.33,24.63,55.02,100708.0,66.29,-0.8
2025-11-19 15:35:18,1,14.17,26.15,53.56,100752.0,62.19,-0.4
2025-11-19 15:35:23,2,39.17,24.62,55.01,100713.0,65.7,-0.7
2025-11-19 15:35:28,1,13.33,26.15,53.46,100746.0,62.77,-0.6
2025-11-19 15:35:33,2,36.67,24.62,54.68,100713.0,65.62,-0.8
2025-11-19 15:35:39,1,13.33,26.15,53.33,100746.0,62.94,-0.4
2025-11-19 15:35:43,2,38.33,24.6,54.72,100711.0,65.7,-0.7
2025-11-19 15:35:49,1,14.17,26.16,53.4,100730.0,63.78,-0.5
2025-11-19 15:35:53,2,37.5,24.59,55.02,100716.0,65.53,-0.8
